"EXP_39";"EXP_29";"EXP_42";"EXP_41";"EXP_3";"EXP_40";"EXP_38";"EXP_26";"EXP_1";"EXP_43";"EXP_7";"EXP_9";"EXP_8";"EXP_4";"EXP_19";"EXP_10";"EXP_17";"EXP_25";"EXP_45";"EXP_6";"EXP_2";"EXP_16";"EXP_13";"EXP_14";"EXP_11";"EXP_15";"EXP_12";"EXP_5";"EXP_18";"EXP_44";"EXP_28"
2.8600959999999997e-01;7.2636809999999996e-02;3.3722269999999999e-01;3.4821190000000002e-01;7.8938850000000005e-02;2.6677620000000002e-01;3.1089149999999999e-01;1.8680869999999999e-01;1.3887830000000001e-01;1.0444299999999999e-01;3.0548910000000001e-01;2.4449100000000001e-01;3.3229819999999999e-01;5.7277380000000003e-02;1.6319490000000000e-01;1.8242149999999999e-01;3.6246940000000000e-01;1.4698800000000001e-01;3.1741369999999998e-02;1.0402970000000000e-01;1.7688930000000000e-01;2.7461110000000000e-01;2.7648230000000001e-01;3.3426380000000000e-01;4.3673050000000002e-01;3.1540689999999999e-01;2.3505570000000001e-01;1.6675300000000001e-01;4.0523969999999998e-01;1.5698760000000000e-01;5.2680060000000001e-02
3.6561459999999997e-02;1.1148310000000000e-02;6.0836069999999999e-02;7.5117320000000001e-02;4.8381670000000000e-03;2.5985379999999999e-02;4.2794400000000003e-02;2.8860410000000000e-02;5.2156900000000003e-03;1.1672610000000000e-02;2.6364030000000000e-02;1.4576010000000000e-02;2.6442779999999999e-02;3.6128610000000002e-03;2.0261220000000000e-02;8.0549799999999998e-03;8.1072749999999999e-02;2.4358439999999999e-02;7.8188609999999999e-03;7.0313859999999997e-03;6.7034629999999998e-03;3.7749079999999997e-02;3.3293419999999997e-02;5.9588110000000000e-02;7.1332670000000001e-02;4.4399790000000001e-02;3.5221080000000002e-02;4.9512089999999998e-03;1.1559880000000000e-01;2.5751369999999999e-02;1.0776720000000000e-02
2.1035060000000000e-01;4.4101019999999998e-02;2.8231509999999999e-01;2.9964760000000001e-01;4.6695199999999999e-02;2.0295610000000000e-01;2.3692540000000001e-01;1.3184029999999999e-01;6.2035050000000001e-02;6.5153980000000000e-02;2.0595010000000000e-01;1.7479000000000000e-01;2.2505190000000000e-01;2.8894199999999998e-02;1.3984940000000001e-01;9.0185139999999997e-02;3.2551659999999999e-01;1.0084419999999999e-01;1.7086910000000000e-02;4.5803389999999999e-02;7.9785070000000000e-02;2.2629400000000000e-01;2.2426050000000000e-01;3.0457730000000000e-01;3.7903199999999998e-01;2.7272570000000002e-01;2.0802029999999999e-01;8.9722579999999996e-02;3.7142259999999999e-01;1.3127800000000001e-01;3.0521159999999999e-02
1.8458669999999999e-01;2.4432200000000001e-02;2.0841270000000001e-01;2.1373470000000000e-01;2.1904170000000001e-02;1.2877780000000000e-01;2.1240020000000001e-01;4.4431600000000002e-02;2.1664079999999999e-02;1.5703940000000000e-02;5.6600419999999999e-02;4.9710780000000003e-02;1.0308710000000000e-01;1.0232750000000001e-02;7.9023060000000006e-02;3.1808349999999999e-02;2.5185469999999999e-01;3.4057329999999997e-02;8.7662490000000003e-03;2.4253360000000002e-02;2.8318490000000002e-02;1.5255940000000001e-01;1.2169330000000000e-01;2.0224670000000000e-01;1.7038960000000000e-01;2.0156950000000001e-01;9.7025260000000002e-02;2.2899349999999999e-02;3.0285630000000002e-01;2.7383959999999999e-02;1.7259170000000001e-02
1.1619860000000000e-01;2.9497869999999999e-02;1.4828930000000001e-01;1.8548650000000000e-01;1.6359980000000000e-02;7.2680410000000001e-02;1.4665110000000001e-01;8.3325159999999995e-02;2.2356100000000000e-02;4.5024090000000003e-02;8.7033559999999996e-02;6.7060309999999998e-02;8.1831689999999999e-02;9.7180349999999999e-03;8.7789610000000004e-02;3.7474100000000003e-02;1.8346999999999999e-01;6.9926189999999999e-02;1.8438070000000001e-02;2.2005859999999999e-02;2.4711290000000000e-02;1.1822940000000000e-01;1.1424880000000000e-01;1.7689720000000000e-01;1.7082010000000000e-01;1.3617580000000001e-01;1.6174710000000000e-01;2.3618580000000000e-02;2.2145080000000000e-01;9.5064830000000003e-02;2.6249840000000000e-02
2.7044560000000001e-01;5.2023569999999998e-02;2.9152000000000000e-01;2.9832140000000001e-01;6.6222790000000004e-02;2.1385240000000000e-01;2.9218040000000001e-01;1.2276430000000001e-01;1.0178650000000000e-01;6.2495589999999997e-02;2.3439779999999999e-01;1.7985860000000001e-01;2.7349909999999999e-01;4.4183260000000002e-02;1.1774100000000000e-01;1.2949749999999999e-01;3.0951930000000000e-01;9.3765710000000002e-02;1.8925510000000000e-02;7.9781729999999995e-02;1.3847219999999999e-01;2.1338900000000000e-01;2.0407339999999999e-01;2.7279049999999999e-01;3.7811139999999999e-01;2.6233400000000001e-01;1.6387589999999999e-01;1.2327249999999999e-01;3.5785270000000002e-01;9.4876479999999999e-02;3.7791050000000000e-02
1.5212280000000000e-01;2.5711939999999999e-02;2.1420449999999999e-01;2.3487269999999999e-01;2.8085050000000000e-02;1.2287030000000000e-01;1.7901410000000001e-01;8.3338800000000005e-02;4.2671920000000002e-02;3.5421439999999998e-02;1.2474070000000000e-01;1.0528469999999999e-01;1.5489330000000001e-01;1.6884799999999998e-02;1.0166710000000000e-01;5.0662810000000003e-02;2.5292239999999999e-01;6.2209260000000002e-02;8.5596030000000007e-03;2.6500980000000000e-02;4.8498470000000002e-02;1.6344180000000000e-01;1.5847049999999999e-01;2.3829890000000001e-01;2.9147970000000001e-01;2.0308599999999999e-01;1.6757859999999999e-01;4.8659029999999999e-02;2.9798429999999998e-01;9.3525639999999993e-02;1.7459820000000001e-02
2.1134449999999999e-01;3.2407329999999998e-02;2.5414320000000001e-01;2.6483360000000000e-01;4.2783660000000001e-02;1.7621339999999999e-01;2.3401649999999999e-01;9.1552629999999996e-02;5.5697060000000000e-02;4.0421980000000003e-02;1.6433200000000001e-01;1.2307510000000001e-01;1.9925180000000001e-01;2.6026819999999999e-02;8.9760960000000001e-02;6.9511160000000002e-02;2.6988390000000001e-01;6.7549659999999997e-02;9.7553210000000008e-03;4.0611240000000000e-02;7.1847490000000000e-02;1.7418560000000000e-01;1.7034890000000000e-01;2.3979380000000000e-01;3.3261309999999999e-01;2.2525740000000000e-01;1.3819970000000001e-01;7.1409680000000003e-02;3.1893980000000000e-01;7.9830540000000005e-02;2.1626599999999999e-02
2.1442290000000000e-01;5.8818639999999998e-02;2.9419970000000001e-01;3.1379730000000000e-01;5.1599130000000000e-02;2.1642919999999999e-01;2.4147700000000000e-01;1.4003009999999999e-01;7.0125160000000006e-02;7.2820899999999994e-02;2.1645229999999999e-01;1.8822410000000001e-01;2.3564760000000001e-01;3.3100780000000003e-02;1.6774539999999999e-01;1.1347760000000000e-01;3.4461409999999998e-01;1.1347450000000001e-01;2.9561839999999999e-02;6.4093979999999995e-02;9.1583830000000005e-02;2.5040079999999998e-01;2.4765780000000001e-01;3.2572329999999999e-01;3.8820199999999999e-01;2.9891519999999999e-01;2.3566930000000000e-01;9.2748319999999995e-02;3.9351880000000000e-01;1.4681830000000001e-01;4.6541270000000003e-02
2.1633269999999999e-01;4.8466000000000002e-02;2.8047430000000001e-01;2.9556729999999998e-01;4.0796499999999999e-02;2.0479910000000001e-01;2.4199329999999999e-01;1.5045620000000001e-01;7.2896080000000002e-02;7.9402219999999996e-02;2.3163800000000001e-01;2.1088040000000000e-01;2.4729889999999999e-01;3.2520670000000002e-02;1.2270220000000000e-01;1.1859380000000000e-01;3.1453290000000000e-01;1.1340110000000000e-01;1.5910120000000000e-02;7.4308589999999994e-02;9.8963690000000007e-02;2.1360109999999999e-01;2.1796140000000000e-01;2.8667250000000000e-01;3.8290180000000001e-01;2.6074870000000000e-01;2.0790449999999999e-01;7.9818899999999998e-02;3.6196660000000003e-01;1.3528740000000000e-01;3.1381390000000002e-02
1.4900169999999999e-01;3.7911510000000002e-02;1.8945640000000000e-01;2.2525480000000001e-01;2.5252690000000001e-02;9.9095610000000001e-02;1.8510830000000000e-01;9.0128410000000006e-02;3.3016860000000002e-02;5.0041960000000003e-02;1.1416390000000000e-01;1.0223459999999999e-01;1.1839260000000000e-01;1.6515340000000000e-02;1.2920989999999999e-01;5.0997969999999997e-02;2.2330559999999999e-01;7.8296969999999994e-02;2.2731040000000001e-02;3.2174130000000002e-02;4.5702580000000000e-02;1.6110050000000001e-01;1.5176980000000001e-01;1.8509419999999999e-01;2.4461260000000001e-01;1.8228549999999999e-01;2.2025839999999999e-01;4.1512939999999998e-02;2.5536379999999997e-01;1.2199920000000000e-01;3.2373480000000003e-02
2.9489500000000002e-01;7.9629199999999997e-02;3.3389940000000001e-01;3.4309499999999998e-01;8.8153339999999997e-02;2.6443159999999999e-01;3.2004630000000001e-01;1.7770030000000001e-01;1.5816450000000001e-01;1.0189880000000000e-01;3.0082920000000002e-01;2.3601120000000000e-01;3.2928869999999999e-01;6.7360160000000002e-02;1.6311000000000000e-01;1.9088179999999999e-01;3.5788959999999997e-01;1.4272879999999999e-01;3.5500080000000003e-02;1.1953730000000000e-01;2.0207620000000001e-01;2.7044170000000001e-01;2.6609650000000001e-01;3.2636939999999998e-01;4.2243080000000000e-01;3.0851820000000002e-01;2.2513530000000001e-01;1.7677519999999999e-01;4.0045380000000003e-01;1.4370240000000001e-01;6.1559099999999999e-02
1.8044070000000001e-01;4.6917010000000002e-02;2.5010739999999998e-01;2.7270840000000002e-01;3.7825100000000000e-02;1.5888079999999999e-01;2.1440049999999999e-01;1.3506720000000000e-01;5.1483899999999999e-02;7.2279270000000007e-02;1.8130309999999999e-01;1.5905269999999999e-01;1.8506490000000000e-01;2.4251030000000000e-02;1.5179490000000001e-01;7.9110290000000000e-02;2.9892999999999997e-01;1.0919500000000000e-01;2.4437339999999998e-02;4.3539080000000001e-02;6.3099909999999995e-02;2.1304110000000001e-01;2.1113920000000000e-01;2.9375730000000000e-01;3.4164169999999999e-01;2.6040390000000002e-01;2.3550360000000001e-01;6.6127839999999993e-02;3.4114840000000002e-01;1.4854080000000000e-01;3.6489420000000002e-02
1.5863240000000001e-01;3.6177319999999999e-02;2.0609220000000000e-01;2.3802880000000001e-01;2.7607860000000001e-02;1.2295270000000000e-01;1.9607840000000001e-01;1.1756790000000000e-01;4.4162069999999998e-02;6.1526329999999997e-02;1.4191370000000000e-01;1.2736790000000001e-01;1.4732540000000000e-01;1.7693299999999999e-02;1.3687949999999999e-01;5.6822249999999998e-02;2.6470929999999998e-01;9.3648510000000004e-02;1.8328450000000000e-02;3.1555000000000000e-02;4.7841729999999999e-02;1.8282350000000000e-01;1.8033460000000001e-01;2.5821939999999999e-01;2.9018369999999999e-01;1.9205430000000001e-01;2.2415669999999999e-01;4.9736389999999998e-02;3.0600450000000001e-01;1.3519129999999999e-01;2.7553620000000001e-02
2.9061779999999998e-01;7.5192729999999999e-02;3.3887879999999998e-01;3.4776689999999999e-01;8.0979029999999994e-02;2.6591740000000003e-01;3.1409379999999998e-01;1.8435509999999999e-01;1.4974170000000001e-01;1.0376020000000000e-01;3.1221440000000000e-01;2.6239129999999999e-01;3.3358090000000001e-01;5.9532090000000003e-02;1.6442390000000001e-01;1.9922309999999999e-01;3.6647999999999997e-01;1.4407239999999999e-01;3.1645199999999998e-02;1.1536920000000001e-01;1.9681060000000000e-01;2.7496409999999999e-01;2.7338059999999997e-01;3.3339380000000002e-01;4.4557700000000000e-01;3.1626880000000002e-01;2.3068369999999999e-01;1.7322730000000000e-01;4.1109180000000001e-01;1.5173750000000000e-01;5.4931620000000000e-02
2.5945550000000001e-01;6.8695350000000002e-02;3.2035799999999998e-01;3.3303749999999999e-01;7.1158239999999998e-02;2.4866310000000000e-01;2.8327950000000002e-01;1.6923949999999999e-01;9.8520540000000004e-02;8.9641789999999999e-02;2.7040670000000000e-01;2.2800519999999999e-01;3.0063010000000001e-01;4.8084309999999998e-02;1.5967729999999999e-01;1.5276350000000000e-01;3.5567130000000002e-01;1.3421849999999999e-01;3.0699120000000000e-02;9.1218199999999999e-02;1.4856320000000001e-01;2.6504759999999999e-01;2.6392529999999997e-01;3.2590140000000001e-01;4.1210120000000000e-01;3.0602249999999998e-01;2.2589760000000000e-01;1.3964930000000000e-01;3.9964559999999999e-01;1.4681649999999999e-01;5.4182029999999999e-02
3.4923399999999999e-01;7.9481949999999996e-02;3.6145179999999999e-01;3.7649709999999997e-01;2.3124620000000001e-01;3.2170569999999998e-01;3.6908570000000002e-01;1.9411329999999999e-01;3.1197760000000002e-01;1.1236000000000000e-01;3.6725510000000000e-01;3.3405210000000002e-01;3.7775700000000001e-01;2.8093730000000000e-01;1.8184359999999999e-01;3.0174489999999998e-01;3.8193719999999998e-01;1.5011990000000000e-01;3.2884360000000001e-02;2.8258960000000000e-01;3.1898520000000002e-01;2.9796370000000000e-01;3.3453369999999999e-01;3.6830030000000002e-01;4.6804620000000002e-01;3.3287080000000002e-01;3.2020710000000002e-01;2.9818020000000001e-01;4.2442269999999999e-01;1.5917719999999999e-01;5.8834900000000002e-02
2.4745700000000001e-01;7.1735400000000005e-02;3.1898060000000000e-01;3.3443550000000000e-01;6.5922860000000000e-02;2.4635750000000001e-01;2.7122859999999999e-01;1.6990749999999999e-01;9.2928949999999996e-02;9.0069200000000002e-02;2.6160909999999998e-01;2.3284220000000000e-01;2.9374990000000001e-01;4.5367890000000001e-02;1.7529690000000001e-01;1.4726280000000000e-01;3.6535970000000001e-01;1.3876100000000000e-01;3.5779239999999997e-02;8.9397119999999997e-02;1.3091280000000000e-01;2.7450059999999998e-01;2.7378870000000000e-01;3.3735189999999998e-01;4.1517979999999999e-01;3.1476890000000002e-01;2.4165680000000000e-01;1.3221350000000001e-01;4.1062520000000002e-01;1.5642039999999999e-01;5.6440030000000002e-02
1.3428770000000001e-01;2.8596070000000001e-02;1.7667800000000000e-01;2.1091090000000001e-01;2.3166860000000001e-02;9.6715040000000002e-02;1.7001959999999999e-01;8.4051269999999997e-02;3.0453580000000001e-02;4.1579800000000000e-02;1.0626840000000000e-01;9.5168929999999999e-02;1.1458420000000000e-01;1.4305350000000000e-02;1.0564900000000001e-01;4.8068840000000002e-02;2.1952020000000000e-01;6.7710049999999994e-02;1.4702120000000001e-02;2.6114390000000001e-02;4.3875520000000001e-02;1.4814859999999999e-01;1.4024650000000000e-01;2.2461239999999999e-01;2.4822179999999999e-01;1.7280380000000001e-01;1.9288459999999999e-01;4.3376459999999999e-02;2.5785910000000001e-01;1.0856530000000000e-01;2.2638140000000001e-02
9.9728369999999997e-02;1.7994469999999999e-02;1.4742610000000000e-01;1.7264630000000000e-01;1.7681750000000000e-02;7.8478539999999999e-02;1.2789449999999999e-01;5.1435109999999999e-02;2.2308089999999999e-02;2.0377780000000002e-02;7.8847159999999999e-02;6.1803579999999997e-02;8.6408120000000005e-02;1.0421860000000000e-02;6.2831460000000006e-02;3.4436990000000001e-02;1.7901760000000000e-01;3.9867140000000002e-02;8.0451629999999993e-03;1.8145519999999998e-02;3.2624019999999997e-02;1.0732260000000000e-01;1.0897640000000000e-01;1.7915270000000000e-01;2.1290180000000000e-01;1.4232429999999999e-01;1.2494260000000000e-01;3.0029050000000002e-02;2.2124659999999999e-01;6.4082330000000007e-02;1.3835040000000000e-02
2.5575799999999999e-01;7.7207609999999996e-02;3.2831990000000000e-01;3.4353190000000000e-01;7.1130509999999994e-02;2.5783089999999997e-01;2.8163569999999999e-01;1.8515950000000000e-01;9.9539180000000005e-02;1.0131560000000001e-01;2.7525529999999998e-01;2.4596580000000001e-01;3.0774269999999998e-01;4.8017329999999997e-02;1.8070190000000000e-01;1.6241729999999999e-01;3.7487330000000002e-01;1.5144140000000000e-01;3.9986389999999997e-02;9.8935120000000001e-02;1.4156199999999999e-01;2.8500300000000001e-01;2.8527920000000001e-01;3.4513830000000001e-01;4.2671850000000000e-01;3.2237070000000001e-01;2.5215420000000000e-01;1.4106179999999999e-01;4.1893490000000000e-01;1.6787099999999999e-01;6.5454630000000000e-02
2.8922369999999997e-01;7.5692969999999998e-02;3.3108340000000003e-01;3.4577570000000002e-01;1.1425260000000000e-01;2.7316790000000002e-01;3.1304480000000001e-01;1.8817439999999999e-01;1.8139259999999999e-01;1.0847070000000000e-01;3.1044880000000002e-01;2.8789999999999999e-01;3.2654549999999999e-01;1.4384720000000001e-01;1.5602620000000000e-01;2.2263510000000000e-01;3.6132510000000001e-01;1.4895690000000000e-01;3.4060550000000002e-02;2.0213760000000000e-01;2.0594360000000000e-01;2.7075790000000000e-01;2.8101480000000001e-01;3.3222000000000002e-01;4.1963060000000002e-01;3.0461080000000001e-01;2.6434449999999998e-01;1.9183700000000001e-01;4.0608640000000001e-01;1.5918879999999999e-01;5.6746579999999998e-02
1.4882780000000001e-01;3.0089959999999999e-02;2.0664579999999999e-01;2.2940120000000000e-01;2.8138040000000000e-02;1.1681490000000000e-01;1.8486379999999999e-01;9.1561560000000000e-02;4.4200020000000000e-02;4.3461420000000001e-02;1.3049040000000001e-01;1.1342040000000000e-01;1.4898649999999999e-01;1.7618890000000002e-02;1.1698960000000000e-01;5.2809469999999997e-02;2.4952379999999999e-01;7.1584789999999995e-02;1.3254090000000000e-02;2.9639050000000000e-02;4.9153009999999997e-02;1.7013880000000001e-01;1.6819680000000001e-01;2.5099470000000002e-01;2.8162150000000002e-01;2.0267879999999999e-01;1.9770850000000001e-01;5.0524520000000003e-02;2.8906549999999998e-01;1.1427379999999999e-01;2.2112830000000000e-02
2.1076670000000000e-01;4.2927960000000001e-02;2.8384999999999999e-01;3.0028349999999998e-01;4.7035470000000003e-02;2.0366080000000000e-01;2.3733779999999999e-01;1.2090170000000000e-01;6.1989429999999998e-02;5.7541540000000002e-02;2.0052660000000000e-01;1.6499810000000001e-01;2.2235310000000000e-01;2.8980380000000000e-02;1.4220369999999999e-01;8.9992420000000004e-02;3.2323390000000002e-01;9.1882599999999995e-02;1.6413199999999999e-02;4.6900009999999999e-02;7.9831330000000006e-02;2.2618089999999999e-01;2.2690179999999999e-01;3.0570619999999998e-01;3.7453660000000000e-01;2.7728839999999999e-01;2.0634250000000001e-01;8.9485999999999996e-02;3.7314999999999998e-01;1.2523200000000001e-01;3.0147009999999998e-02
1.2535370000000001e-01;2.5578150000000001e-02;1.7521030000000001e-01;1.8828320000000001e-01;1.8382180000000001e-02;1.0126220000000000e-01;1.4901310000000001e-01;4.9106350000000000e-02;2.1447109999999998e-02;2.0695359999999999e-02;6.2053400000000002e-02;5.0764299999999998e-02;8.5059899999999994e-02;1.0571809999999999e-02;7.6888330000000005e-02;3.1336940000000001e-02;2.2675890000000001e-01;4.1009209999999997e-02;1.3501330000000001e-02;2.1247519999999999e-02;2.4895279999999999e-02;1.3284770000000001e-01;1.1144110000000000e-01;1.9027939999999999e-01;1.6838810000000001e-01;1.7439640000000001e-01;1.1273039999999999e-01;2.3796550000000000e-02;2.7574409999999999e-01;4.1480459999999997e-02;2.1158620000000000e-02
2.8458610000000001e-01;7.0469959999999998e-02;3.3124599999999998e-01;3.4190369999999998e-01;8.1393930000000003e-02;2.6091779999999998e-01;3.0663170000000001e-01;1.7782350000000000e-01;1.4054330000000001e-01;9.7961919999999994e-02;3.0211060000000001e-01;2.7865950000000000e-01;3.2760329999999999e-01;7.2758539999999997e-02;1.5978480000000000e-01;1.9847429999999999e-01;3.6459140000000001e-01;1.3813320000000001e-01;2.8873869999999999e-02;1.5300600000000000e-01;1.8060640000000000e-01;2.6966709999999999e-01;2.7103739999999998e-01;3.3119539999999997e-01;4.3741989999999997e-01;3.1237880000000001e-01;2.3215440000000001e-01;1.7125350000000000e-01;4.0999409999999997e-01;1.4717959999999999e-01;5.1425480000000003e-02
2.4905669999999999e-01;5.0867200000000001e-02;2.7832030000000002e-01;2.8728819999999999e-01;6.2379390000000000e-02;2.0490890000000000e-01;2.7366489999999999e-01;1.2234890000000000e-01;8.4915119999999997e-02;6.2581410000000004e-02;2.2102769999999999e-01;1.6432269999999999e-01;2.5715209999999999e-01;4.2142420000000000e-02;1.0339530000000000e-01;1.1752830000000000e-01;2.8619559999999999e-01;9.5170130000000006e-02;1.9966660000000001e-02;7.3244240000000002e-02;1.2502849999999999e-01;1.9584830000000000e-01;1.9289229999999999e-01;2.5559820000000000e-01;3.6261700000000002e-01;2.4193960000000000e-01;1.5645670000000000e-01;1.1265380000000000e-01;3.3368920000000002e-01;9.7286990000000004e-02;3.7871599999999998e-02
2.2205410000000000e-01;6.0519419999999997e-02;2.9593039999999998e-01;3.1236429999999998e-01;5.4707690000000003e-02;2.2078860000000000e-01;2.4790209999999999e-01;1.4835630000000000e-01;7.3897770000000002e-02;7.8313859999999999e-02;2.2688929999999999e-01;1.9636709999999999e-01;2.4680340000000001e-01;3.6733120000000001e-02;1.5267400000000000e-01;1.1787889999999999e-01;3.4127610000000003e-01;1.1980840000000000e-01;2.8902279999999999e-02;6.8773619999999994e-02;9.8629900000000006e-02;2.4516360000000001e-01;2.3833409999999999e-01;3.1413089999999999e-01;3.9111750000000001e-01;2.8922609999999999e-01;2.1950560000000000e-01;1.0559109999999999e-01;3.8650190000000001e-01;1.4104290000000000e-01;4.7150919999999999e-02
1.1224620000000000e-01;1.9769740000000001e-02;1.3982680000000000e-01;1.7542050000000001e-01;1.3274130000000000e-02;6.1275690000000001e-02;1.4291730000000000e-01;6.5566180000000002e-02;1.9285989999999999e-02;3.2885829999999998e-02;7.3880580000000001e-02;5.7217720000000000e-02;7.0214819999999997e-02;8.6851580000000001e-03;7.3843539999999999e-02;3.1415319999999997e-02;1.6279370000000001e-01;5.3056409999999998e-02;1.1247020000000000e-02;1.6042839999999999e-02;2.1748750000000001e-02;1.0125530000000001e-01;1.0130200000000000e-01;1.6349449999999999e-01;1.5990090000000001e-01;1.1825370000000000e-01;1.5113789999999999e-01;2.3856740000000001e-02;1.9926199999999999e-01;8.4149520000000005e-02;1.6465480000000001e-02
2.3302619999999999e-01;6.1788490000000001e-02;3.0268119999999998e-01;3.1841950000000002e-01;5.5513029999999998e-02;2.2718490000000000e-01;2.5837610000000000e-01;1.4941040000000000e-01;7.5785800000000000e-02;7.6330969999999998e-02;2.3623830000000001e-01;2.1056210000000000e-01;2.5657540000000001e-01;3.7076659999999997e-02;1.5399950000000001e-01;1.1829590000000000e-01;3.4495809999999999e-01;1.1562480000000000e-01;2.3614940000000001e-02;6.6007109999999994e-02;1.0200730000000000e-01;2.4923200000000001e-01;2.4835040000000000e-01;3.1988529999999998e-01;3.9877350000000000e-01;2.9670930000000001e-01;2.1995919999999999e-01;1.0978490000000000e-01;3.8876129999999998e-01;1.4081320000000000e-01;4.0205560000000001e-02
2.1535810000000000e-01;3.4920090000000001e-02;2.4849440000000000e-01;2.5729849999999999e-01;4.2208139999999998e-02;1.7049660000000000e-01;2.3722560000000001e-01;8.2464300000000004e-02;5.2387429999999999e-02;3.6235780000000002e-02;1.4633309999999999e-01;1.1051170000000000e-01;1.8859319999999999e-01;2.5141330000000000e-02;9.6586350000000001e-02;6.8498790000000004e-02;2.7495490000000000e-01;6.2229619999999999e-02;1.2007479999999999e-02;4.1201710000000002e-02;6.5901420000000002e-02;1.7935899999999999e-01;1.6566320000000001e-01;2.3651369999999999e-01;3.0643060000000000e-01;2.2828540000000000e-01;1.3090170000000001e-01;6.4935850000000003e-02;3.2418770000000002e-01;6.3910330000000001e-02;2.4642420000000002e-02
2.6472059999999997e-01;6.0876550000000001e-02;3.1451119999999999e-01;3.2581369999999998e-01;7.1721049999999995e-02;2.4221180000000000e-01;2.8955389999999998e-01;1.6029389999999999e-01;1.0132650000000000e-01;8.3697939999999998e-02;2.7465669999999998e-01;2.1220490000000000e-01;2.9926170000000002e-01;4.8541920000000002e-02;1.3312180000000001e-01;1.4650879999999999e-01;3.3375329999999997e-01;1.2475390000000000e-01;2.4186690000000000e-02;8.4862930000000003e-02;1.5347630000000001e-01;2.4281600000000000e-01;2.4511980000000000e-01;3.0651430000000002e-01;4.0557969999999999e-01;2.8818709999999997e-01;2.0488560000000000e-01;1.4196500000000001e-01;3.7753959999999998e-01;1.3491790000000001e-01;4.4969420000000003e-02
2.6065410000000000e-01;5.2740280000000000e-02;2.9187790000000002e-01;3.0056890000000003e-01;6.6663219999999995e-02;2.1766400000000000e-01;2.8503699999999998e-01;1.3209520000000000e-01;9.1792550000000001e-02;6.7929069999999994e-02;2.4031720000000001e-01;1.7977950000000001e-01;2.7676430000000002e-01;4.5194409999999997e-02;1.1120099999999999e-01;1.2905440000000001e-01;3.0287520000000001e-01;1.0105509999999999e-01;1.9041420000000000e-02;8.1405459999999999e-02;1.3594560000000000e-01;2.1027520000000000e-01;2.0780960000000001e-01;2.7231319999999998e-01;3.8067990000000002e-01;2.5814429999999999e-01;1.6883750000000000e-01;1.2597600000000000e-01;3.5075560000000000e-01;1.0596559999999999e-01;3.8025230000000000e-02
2.4152380000000001e-01;4.5641820000000000e-02;2.6396649999999999e-01;2.7217880000000000e-01;5.4570630000000002e-02;1.8800549999999999e-01;2.6554709999999998e-01;1.0735920000000000e-01;7.4560890000000005e-02;5.3676109999999999e-02;1.9894270000000000e-01;1.7188619999999999e-01;2.3920010000000000e-01;3.7313710000000000e-02;9.5149800000000007e-02;1.0669420000000000e-01;2.7446310000000002e-01;8.3341529999999997e-02;1.8423200000000001e-02;6.7640099999999995e-02;1.0924870000000000e-01;1.8093890000000001e-01;1.7476000000000000e-01;2.3896609999999999e-01;3.4563420000000000e-01;2.2824200000000000e-01;1.4020220000000000e-01;9.7440630000000000e-02;3.2414769999999998e-01;8.3706569999999994e-02;3.4253110000000003e-02
1.2693450000000001e-01;2.8609119999999998e-02;1.9951600000000000e-01;2.1478549999999999e-01;9.0768359999999996e-03;1.2965009999999999e-01;1.4959020000000001e-01;1.0937030000000000e-01;2.1403390000000001e-02;5.4716180000000003e-02;1.3046420000000000e-01;9.1691529999999993e-02;1.4113210000000001e-01;6.7908509999999997e-03;5.9802210000000001e-02;3.7085460000000001e-02;2.2986989999999999e-01;8.1127459999999998e-02;7.3702100000000003e-03;2.0661490000000001e-02;3.2130150000000003e-02;1.3945750000000001e-01;1.3191970000000000e-01;1.9376720000000000e-01;2.5162620000000002e-01;1.6834779999999999e-01;1.2126960000000001e-01;2.2541680000000001e-02;2.7673799999999998e-01;9.6687709999999996e-02;1.6753270000000001e-02
2.1729080000000001e-01;3.5689980000000003e-02;2.3955810000000000e-01;2.4695680000000000e-01;4.0697549999999999e-02;1.6332600000000000e-01;2.4027090000000001e-01;7.3647309999999994e-02;4.8244620000000002e-02;3.2079499999999997e-02;1.2693620000000000e-01;9.6287899999999996e-02;1.7677280000000001e-01;2.3694819999999998e-02;9.6264000000000002e-02;6.5160529999999994e-02;2.6874229999999999e-01;5.6078839999999998e-02;1.2363799999999999e-02;4.0477779999999998e-02;6.0700280000000002e-02;1.7610960000000001e-01;1.5789539999999999e-01;2.2769239999999999e-01;2.7570230000000001e-01;2.2278960000000000e-01;1.2278540000000000e-01;5.8263179999999998e-02;3.1688909999999998e-01;5.1966579999999998e-02;2.4874719999999999e-02
2.0750399999999999e-01;5.1099510000000001e-02;2.8652590000000000e-01;3.0447890000000000e-01;4.7638809999999997e-02;2.0662559999999999e-01;2.3476240000000001e-01;1.3146160000000001e-01;6.3174359999999999e-02;6.7515710000000007e-02;2.0263170000000000e-01;1.7663229999999999e-01;2.2312760000000001e-01;3.0054440000000002e-02;1.5630900000000000e-01;1.0011480000000000e-01;3.3247589999999999e-01;1.0531960000000000e-01;2.4470900000000000e-02;5.2421460000000003e-02;8.1286189999999994e-02;2.3685080000000000e-01;2.3498939999999999e-01;3.1753049999999999e-01;3.8159070000000000e-01;2.8877059999999999e-01;2.2764529999999999e-01;8.5472729999999997e-02;3.8233420000000001e-01;1.4229749999999999e-01;3.9063460000000001e-02
